origin_name,origin_lat,origin_lng,dest_lat,dest_lng,ship_datetime,delivery_datetime,value,weight,cube,brand
Atlanta GA DC,33.6407,-84.4277,40.7359,-74.1742,2026-01-05 14:57:14,2026-01-06 10:36:15,27.6,8.0,1.53,Horizon
Edison NJ DC,40.5187,-74.4121,30.3114,-97.652,2026-01-30 12:51:26,2026-01-30 14:11:03,70.03,5.4,0.69,Cascade
Dallas TX DC,32.8998,-96.8379,29.541,-98.586,2026-01-06 11:22:44,2026-01-06 15:09:55,11.84,7.2,2.1,Pacific
Chicago IL DC,41.85,-87.882,41.6553,-87.5086,2026-01-23 06:58:10,2026-01-23 13:23:52,171.09,3.8,0.64,Atlas
Edison NJ DC,40.5187,-74.4121,33.7633,-84.1639,2026-01-06 12:13:08,2026-01-06 15:16:28,66.15,6.7,1.29,Alpine
Chicago IL DC,41.85,-87.882,25.6689,-80.0079,2026-01-05 14:49:47,2026-01-05 18:58:59,27.79,1.3,0.11,Alpine
Reno NV DC,39.5296,-119.8138,47.4398,-122.2939,2026-01-13 11:01:41,2026-01-13 17:00:48,40.37,4.2,1.05,Horizon
Reno NV DC,39.5296,-119.8138,33.8404,-118.2437,2026-01-03 12:06:42,2026-01-03 17:16:04,34.2,3.9,0.64,Horizon
Reno NV DC,39.5296,-119.8138,33.2673,-112.3238,2026-01-18 16:56:56,2026-01-19 12:27:08,63.53,8.3,1.64,Pacific
Reno NV DC,39.5296,-119.8138,47.6539,-122.2533,2026-01-12 13:34:05,2026-01-13 11:03:21,40.32,1.9,0.38,Ridge
Edison NJ DC,40.5187,-74.4121,28.4401,-81.3423,2026-01-02 14:00:51,2026-01-03 10:33:46,80.7,4.8,1.22,Pacific
Chicago IL DC,41.85,-87.882,38.5312,-90.2202,2026-01-24 07:29:34,2026-01-24 15:28:44,26.12,1.4,0.25,Alpine
Dallas TX DC,32.8998,-96.8379,29.5467,-95.2567,2026-01-10 10:30:37,2026-01-10 16:27:17,32.95,8.1,1.47,Metro
Atlanta GA DC,33.6407,-84.4277,39.8264,-105.1259,2026-01-23 16:01:57,2026-01-24 08:41:25,20.83,1.0,0.16,Cascade
Reno NV DC,39.5296,-119.8138,34.2503,-117.8984,2026-01-21 12:30:54,2026-01-21 16:03:04,96.31,2.8,0.82,Horizon
Chicago IL DC,41.85,-87.882,29.7531,-95.4115,2026-01-19 12:33:45,2026-01-19 14:59:07,120.63,1.7,0.21,Atlas
Edison NJ DC,40.5187,-74.4121,40.5249,-74.1423,2026-01-10 10:20:36,2026-01-10 16:35:41,13.43,8.7,0.81,Horizon
Atlanta GA DC,33.6407,-84.4277,32.8732,-117.1046,2026-01-22 11:27:14,2026-01-23 08:50:20,8.12,1.5,0.24,Summit
Memphis TN DC,35.1175,-89.9711,29.3368,-98.6546,2026-01-19 15:42:35,2026-01-20 12:05:47,26.5,5.9,1.25,Atlas
Edison NJ DC,40.5187,-74.4121,40.5772,-73.9226,2026-01-07 11:41:30,2026-01-07 18:10:45,80.52,5.6,0.71,Horizon
Edison NJ DC,40.5187,-74.4121,41.669,-87.6048,2026-01-12 15:52:40,2026-01-13 10:47:38,177.32,1.0,0.06,Cascade
Edison NJ DC,40.5187,-74.4121,40.5826,-74.0972,2026-01-20 15:19:29,2026-01-21 09:51:10,66.6,8.4,1.05,Horizon
Edison NJ DC,40.5187,-74.4121,39.1235,-77.0311,2026-01-22 11:36:24,2026-01-22 17:57:05,205.11,2.8,0.83,Metro
Edison NJ DC,40.5187,-74.4121,35.3854,-80.9566,2026-01-23 17:42:42,2026-01-24 08:57:35,10.22,3.8,1.12,Atlas
Chicago IL DC,41.85,-87.882,39.7625,-86.029,2026-01-10 12:58:21,2026-01-10 16:53:27,10.94,1.9,0.33,Pacific
Edison NJ DC,40.5187,-74.4121,40.7388,-74.0067,2026-01-22 15:53:20,2026-01-23 12:48:43,37.65,2.6,0.49,Metro
Chicago IL DC,41.85,-87.882,29.4204,-98.5459,2026-01-21 15:50:09,2026-01-22 06:06:13,427.36,2.5,0.63,Cascade
Edison NJ DC,40.5187,-74.4121,42.1041,-87.717,2026-01-20 07:38:06,2026-01-20 17:38:00,54.52,7.3,1.78,Horizon
Reno NV DC,39.5296,-119.8138,32.6337,-116.9503,2026-01-29 17:46:50,2026-01-30 08:23:26,2.84,4.2,0.48,Atlas
Reno NV DC,39.5296,-119.8138,39.8862,-105.0791,2026-01-24 14:49:01,2026-01-24 18:12:55,78.11,10.4,2.78,Alpine
Edison NJ DC,40.5187,-74.4121,40.5403,-74.0902,2026-01-06 10:15:37,2026-01-06 14:49:37,43.32,2.5,0.35,Metro
Memphis TN DC,35.1175,-89.9711,35.8996,-95.944,2026-01-26 15:04:28,2026-01-26 16:41:50,29.31,26.0,2.79,Metro
Atlanta GA DC,33.6407,-84.4277,27.9065,-82.3967,2026-01-24 12:17:10,2026-01-24 17:21:10,258.46,4.6,1.21,Summit
Edison NJ DC,40.5187,-74.4121,40.6924,-74.2055,2026-01-09 12:47:14,2026-01-09 16:05:03,165.43,6.8,1.51,Cascade
Dallas TX DC,32.8998,-96.8379,40.8232,-73.8232,2026-01-06 13:42:29,2026-01-07 10:32:05,5.44,16.7,1.74,Ridge
Dallas TX DC,32.8998,-96.8379,32.6099,-96.7494,2026-01-01 16:41:48,2026-01-02 11:30:48,110.67,2.2,0.21,Pacific
Atlanta GA DC,33.6407,-84.4277,39.9545,-105.2096,2026-01-13 13:49:13,2026-01-14 12:29:57,6.54,6.3,1.77,Ridge
Reno NV DC,39.5296,-119.8138,33.3377,-111.8691,2026-01-19 09:12:40,2026-01-19 18:15:05,20.63,0.8,0.16,Summit
Chicago IL DC,41.85,-87.882,43.1803,-87.9908,2026-01-18 11:09:50,2026-01-18 14:18:56,22.85,7.0,1.19,Pacific
Memphis TN DC,35.1175,-89.9711,29.8494,-95.6384,2026-01-29 12:14:26,2026-01-29 18:43:56,6.92,0.7,0.07,Pacific
Edison NJ DC,40.5187,-74.4121,35.1565,-80.7137,2026-01-25 13:24:45,2026-01-25 14:18:15,371.66,1.7,0.22,Metro
Reno NV DC,39.5296,-119.8138,28.0479,-82.6584,2026-01-27 14:07:44,2026-01-28 10:11:56,28.55,6.8,0.71,Ridge
Atlanta GA DC,33.6407,-84.4277,36.0124,-86.6458,2026-01-17 09:43:40,2026-01-17 15:47:16,3.25,3.7,0.55,Ridge
Chicago IL DC,41.85,-87.882,34.2631,-118.112,2026-01-21 14:31:00,2026-01-22 08:04:46,27.88,2.8,0.74,Pacific
Reno NV DC,39.5296,-119.8138,33.8404,-118.416,2026-01-18 09:20:29,2026-01-18 18:06:57,45.41,3.0,0.36,Horizon
Memphis TN DC,35.1175,-89.9711,25.5522,-80.119,2026-01-14 17:26:10,2026-01-15 08:58:29,43.3,44.2,3.93,Cascade
Dallas TX DC,32.8998,-96.8379,37.3656,-121.861,2026-01-20 12:01:54,2026-01-20 18:54:32,12.97,7.9,2.27,Cascade
Dallas TX DC,32.8998,-96.8379,32.8602,-97.0243,2026-01-24 18:03:52,2026-01-25 09:49:19,24.67,3.6,0.6,Atlas
Dallas TX DC,32.8998,-96.8379,36.3249,-87.0172,2026-01-23 17:37:20,2026-01-24 11:32:20,36.14,33.9,2.98,Summit
Edison NJ DC,40.5187,-74.4121,40.7787,-74.315,2026-01-22 17:40:42,2026-01-22 17:53:58,105.83,9.3,1.73,Alpine
Memphis TN DC,35.1175,-89.9711,36.1395,-96.0482,2026-01-13 13:36:35,2026-01-14 11:50:22,25.67,1.6,0.24,Alpine
Edison NJ DC,40.5187,-74.4121,40.8084,-74.1422,2026-01-02 16:53:41,2026-01-03 11:32:04,27.89,1.6,0.47,Atlas
Chicago IL DC,41.85,-87.882,29.5698,-95.4562,2026-01-17 13:04:34,2026-01-18 09:41:35,437.57,2.0,0.48,Pacific
Chicago IL DC,41.85,-87.882,39.5547,-104.9333,2026-01-16 13:22:58,2026-01-17 12:05:55,80.96,4.0,1.19,Horizon
Memphis TN DC,35.1175,-89.9711,35.1794,-89.7459,2026-01-18 08:16:50,2026-01-18 16:12:39,3.69,12.0,3.17,Cascade
Atlanta GA DC,33.6407,-84.4277,40.6365,-73.8619,2026-01-30 13:58:05,2026-01-30 16:33:59,68.61,2.3,0.16,Metro
Edison NJ DC,40.5187,-74.4121,40.6745,-73.7951,2026-01-24 12:36:09,2026-01-24 15:57:42,29.53,7.1,1.52,Cascade
Dallas TX DC,32.8998,-96.8379,41.8192,-87.6345,2026-01-25 14:57:50,2026-01-26 08:20:38,9.36,3.0,0.73,Cascade
Dallas TX DC,32.8998,-96.8379,33.968,-118.3089,2026-01-05 08:55:50,2026-01-05 14:52:18,64.54,2.5,0.5,Alpine
Dallas TX DC,32.8998,-96.8379,32.8646,-96.9283,2026-01-20 15:57:15,2026-01-21 10:39:43,23.16,11.6,2.68,Cascade
Chicago IL DC,41.85,-87.882,40.726,-74.2336,2026-01-09 17:55:49,2026-01-10 12:19:58,112.56,15.1,2.85,Pacific
Atlanta GA DC,33.6407,-84.4277,28.7473,-81.3639,2026-01-22 10:44:57,2026-01-22 16:40:01,18.32,3.0,0.66,Pacific
Memphis TN DC,35.1175,-89.9711,32.6616,-96.7737,2026-01-19 09:55:55,2026-01-19 15:12:21,14.03,5.2,0.27,Atlas
Atlanta GA DC,33.6407,-84.4277,34.036,-118.0349,2026-01-05 17:48:40,2026-01-06 06:28:23,37.63,8.0,1.41,Summit
Dallas TX DC,32.8998,-96.8379,32.7667,-97.0435,2026-01-21 13:05:11,2026-01-21 14:02:20,12.73,11.5,2.31,Cascade
Chicago IL DC,41.85,-87.882,37.0595,-121.5919,2026-01-17 20:51:48,2026-01-18 15:20:23,31.46,11.1,1.23,Ridge
Reno NV DC,39.5296,-119.8138,34.1179,-118.1296,2026-01-22 15:44:18,2026-01-22 15:39:16,59.42,4.2,0.66,Atlas
Edison NJ DC,40.5187,-74.4121,40.8122,-74.0019,2026-01-01 11:44:01,2026-01-01 18:23:59,17.71,4.8,0.59,Ridge
Edison NJ DC,40.5187,-74.4121,39.7856,-83.0451,2026-01-23 09:36:47,2026-01-23 16:11:59,68.56,1.2,0.32,Ridge
Chicago IL DC,41.85,-87.882,47.4726,-122.2075,2026-01-17 14:09:51,2026-01-18 08:28:43,26.53,2.2,0.18,Ridge
Edison NJ DC,40.5187,-74.4121,42.4642,-71.0666,2026-01-03 16:28:35,2026-01-04 10:50:01,42.67,3.0,0.22,Ridge
Chicago IL DC,41.85,-87.882,42.8944,-87.9955,2026-01-26 11:15:31,2026-01-26 18:34:29,174.38,10.1,2.47,Atlas
Edison NJ DC,40.5187,-74.4121,38.7968,-76.8364,2026-01-06 10:24:56,2026-01-06 17:08:25,21.97,47.8,4.24,Horizon
Edison NJ DC,40.5187,-74.4121,40.4163,-74.0854,2026-01-09 12:17:06,2026-01-09 15:43:21,53.68,3.7,0.24,Cascade
Memphis TN DC,35.1175,-89.9711,29.5318,-98.5917,2026-01-13 10:38:59,2026-01-13 16:09:10,58.9,4.6,0.39,Atlas
Edison NJ DC,40.5187,-74.4121,40.1422,-74.3301,2026-01-10 15:44:46,2026-01-10 14:45:22,58.49,7.9,1.11,Metro
Dallas TX DC,32.8998,-96.8379,37.2473,-122.0123,2026-01-19 12:19:54,2026-01-19 15:57:15,16.69,5.2,1.29,Alpine
Chicago IL DC,41.85,-87.882,30.5623,-97.853,2026-01-16 13:04:26,2026-01-16 14:51:24,30.12,2.3,0.26,Atlas
Reno NV DC,39.5296,-119.8138,33.3134,-112.0804,2026-01-16 13:13:25,2026-01-17 11:37:10,13.33,17.8,5.31,Atlas
Dallas TX DC,32.8998,-96.8379,40.3674,-74.1404,2026-01-03 10:32:46,2026-01-03 18:38:21,16.64,3.1,0.75,Ridge
Chicago IL DC,41.85,-87.882,32.3383,-117.1331,2026-01-22 13:07:54,2026-01-23 08:02:34,6.89,7.2,0.66,Cascade
Atlanta GA DC,33.6407,-84.4277,39.701,-105.0913,2026-01-29 11:19:25,2026-01-29 15:33:27,36.11,7.4,1.67,Horizon
Atlanta GA DC,33.6407,-84.4277,33.374,-111.9012,2026-01-03 11:01:08,2026-01-03 14:53:40,66.23,0.9,0.08,Atlas
Edison NJ DC,40.5187,-74.4121,40.7662,-74.0512,2026-01-07 14:57:39,2026-01-08 11:37:24,98.09,6.5,0.97,Horizon
Edison NJ DC,40.5187,-74.4121,40.6853,-74.0137,2026-01-14 14:36:24,2026-01-14 18:52:50,24.21,8.6,1.3,Ridge
Reno NV DC,39.5296,-119.8138,33.5174,-112.1279,2026-01-09 18:35:00,2026-01-09 15:50:14,598.03,3.4,0.35,Alpine
Edison NJ DC,40.5187,-74.4121,40.6338,-73.9503,2026-01-30 19:36:34,2026-01-31 08:50:17,32.26,22.6,5.71,Metro
Edison NJ DC,40.5187,-74.4121,40.7267,-73.9295,2026-01-14 19:37:13,2026-01-15 06:21:20,64.07,15.6,1.14,Summit
Chicago IL DC,41.85,-87.882,33.9464,-118.3589,2026-01-08 19:14:51,2026-01-09 07:58:41,62.41,4.3,0.87,Metro
Reno NV DC,39.5296,-119.8138,39.984,-82.996,2026-01-09 10:31:47,2026-01-09 14:58:37,62.98,3.0,0.44,Alpine
Dallas TX DC,32.8998,-96.8379,41.2735,-96.103,2026-01-19 20:23:00,2026-01-20 10:48:51,15.74,5.5,0.97,Alpine
Memphis TN DC,35.1175,-89.9711,40.7454,-73.9475,2026-01-04 07:00:56,2026-01-04 16:32:51,38.87,10.0,2.08,Alpine
Atlanta GA DC,33.6407,-84.4277,34.1763,-118.1603,2026-01-05 11:18:51,2026-01-06 12:37:06,52.24,5.5,1.15,Ridge
Edison NJ DC,40.5187,-74.4121,33.7914,-84.3166,2026-01-26 21:05:40,2026-01-27 10:13:04,82.58,6.1,1.05,Pacific
Memphis TN DC,35.1175,-89.9711,40.6914,-73.9256,2026-01-26 09:37:12,2026-01-26 16:05:40,24.57,2.3,0.32,Alpine
Memphis TN DC,35.1175,-89.9711,40.4908,-74.2369,2026-01-22 12:20:26,2026-01-22 16:27:52,10.63,2.3,0.35,Cascade
Edison NJ DC,40.5187,-74.4121,40.7198,-74.0389,2026-01-05 12:07:48,2026-01-05 18:17:04,27.96,3.7,0.29,Alpine
Atlanta GA DC,33.6407,-84.4277,33.8413,-84.3806,2026-01-10 17:05:36,2026-01-10 14:38:12,29.81,5.2,0.35,Metro
Memphis TN DC,35.1175,-89.9711,34.198,-118.2144,2026-01-14 19:17:27,2026-01-15 07:00:10,39.1,5.5,1.44,Atlas
Memphis TN DC,35.1175,-89.9711,32.8052,-96.8167,2026-01-23 15:37:15,2026-01-23 16:59:12,29.17,31.8,9.08,Pacific
Memphis TN DC,35.1175,-89.9711,41.8261,-87.9106,2026-01-12 08:24:13,2026-01-12 14:43:46,154.21,9.1,2.73,Pacific
Reno NV DC,39.5296,-119.8138,34.4386,-118.2822,2026-01-05 13:37:29,2026-01-05 15:03:14,34.07,2.1,0.28,Cascade
Chicago IL DC,41.85,-87.882,33.7605,-118.2969,2026-01-11 15:59:55,2026-01-12 12:12:37,65.12,5.4,1.57,Alpine
Chicago IL DC,41.85,-87.882,33.8652,-84.1164,2026-01-24 18:21:12,2026-01-25 11:45:40,27.91,9.0,2.28,Summit
Chicago IL DC,41.85,-87.882,29.3955,-98.4986,2026-01-20 11:09:22,2026-01-20 14:56:06,49.23,7.2,1.88,Cascade
Reno NV DC,39.5296,-119.8138,32.8525,-117.1305,2026-01-30 14:45:13,2026-01-30 17:19:43,12.77,4.8,0.8,Pacific
Chicago IL DC,41.85,-87.882,34.0987,-118.5826,2026-01-25 11:20:33,2026-01-25 17:35:49,54.09,2.1,0.19,Ridge
Edison NJ DC,40.5187,-74.4121,41.0676,-74.0893,2026-01-02 12:05:51,2026-01-02 14:47:38,20.07,1.3,0.1,Pacific
Chicago IL DC,41.85,-87.882,40.7229,-73.9088,2026-01-12 12:36:59,2026-01-13 11:43:20,17.3,1.0,0.16,Metro
Atlanta GA DC,33.6407,-84.4277,35.0888,-80.9854,2026-01-01 13:15:08,2026-01-01 15:14:12,22.86,2.7,0.17,Summit
Dallas TX DC,32.8998,-96.8379,41.1368,-96.0167,2026-01-06 16:07:42,2026-01-07 12:08:46,16.45,2.2,0.2,Ridge
Dallas TX DC,32.8998,-96.8379,40.546,-73.9646,2026-01-07 13:52:53,2026-01-08 10:22:23,78.61,1.8,0.33,Horizon
Edison NJ DC,40.5187,-74.4121,41.903,-87.4177,2026-01-17 10:17:53,2026-01-17 18:29:51,18.19,5.0,0.88,Cascade
Chicago IL DC,41.85,-87.882,41.8953,-87.6419,2026-01-02 10:57:44,2026-01-02 15:33:54,45.95,2.7,0.62,Horizon
Dallas TX DC,32.8998,-96.8379,29.6459,-95.3459,2026-01-28 15:48:13,2026-01-29 09:57:55,6.3,7.7,0.75,Horizon
Reno NV DC,39.5296,-119.8138,25.6766,-80.2454,2026-01-01 11:00:40,2026-01-02 12:32:02,62.78,5.9,0.89,Ridge
Dallas TX DC,32.8998,-96.8379,41.6672,-87.7468,2026-01-21 09:13:53,2026-01-21 17:40:44,324.71,1.8,0.4,Cascade
Chicago IL DC,41.85,-87.882,29.214,-98.2515,2026-01-06 12:02:24,2026-01-07 08:37:30,12.15,3.1,0.34,Pacific
Edison NJ DC,40.5187,-74.4121,40.6747,-74.2563,2026-01-01 11:00:15,2026-01-01 18:48:41,20.5,2.2,0.11,Alpine
Atlanta GA DC,33.6407,-84.4277,34.1983,-118.1534,2026-01-16 12:40:54,2026-01-16 18:52:18,14.85,0.9,0.06,Horizon
Chicago IL DC,41.85,-87.882,41.3225,-96.2524,2026-01-16 13:15:45,2026-01-16 15:45:39,87.51,4.6,1.32,Horizon
Edison NJ DC,40.5187,-74.4121,40.7757,-73.8959,2026-01-03 12:51:32,2026-01-04 09:03:43,64.51,2.5,0.75,Pacific
Memphis TN DC,35.1175,-89.9711,39.8149,-104.9502,2026-01-01 13:56:49,2026-01-02 08:38:21,27.32,3.9,0.59,Summit
Atlanta GA DC,33.6407,-84.4277,34.8352,-80.9557,2026-01-03 18:08:40,2026-01-04 11:06:27,18.26,6.9,0.92,Cascade
Chicago IL DC,41.85,-87.882,39.5764,-104.8836,2026-01-13 14:44:00,2026-01-14 12:29:26,19.16,11.0,2.5,Summit
Reno NV DC,39.5296,-119.8138,29.8334,-95.4946,2026-01-28 11:21:33,2026-01-28 17:38:38,25.17,4.5,0.83,Summit
Memphis TN DC,35.1175,-89.9711,29.6439,-95.0862,2026-01-06 07:02:42,2026-01-06 15:16:27,18.4,2.9,0.26,Ridge
Memphis TN DC,35.1175,-89.9711,35.2898,-80.7236,2026-01-17 19:48:54,2026-01-18 08:14:25,135.95,2.7,0.53,Alpine
Atlanta GA DC,33.6407,-84.4277,40.8366,-74.4609,2026-01-01 14:40:01,2026-01-01 18:19:46,147.02,0.8,0.04,Atlas
Atlanta GA DC,33.6407,-84.4277,33.974,-84.2209,2026-01-30 17:47:55,2026-01-31 12:54:10,156.15,1.7,0.1,Ridge
Memphis TN DC,35.1175,-89.9711,38.8264,-77.0868,2026-01-02 16:23:26,2026-01-03 11:07:51,19.14,6.8,1.99,Ridge
Reno NV DC,39.5296,-119.8138,37.3456,-122.1489,2026-01-27 12:13:34,2026-01-27 16:47:19,7.09,3.9,0.31,Cascade
Reno NV DC,39.5296,-119.8138,37.3593,-121.8291,2026-01-01 13:44:35,2026-01-01 18:14:15,28.37,4.6,0.49,Atlas
Atlanta GA DC,33.6407,-84.4277,40.0933,-83.0196,2026-01-24 13:24:08,2026-01-24 16:34:45,58.88,13.8,3.49,Pacific
Chicago IL DC,41.85,-87.882,32.5797,-117.246,2026-01-22 08:59:22,2026-01-22 14:07:14,36.54,4.6,0.35,Alpine
Edison NJ DC,40.5187,-74.4121,41.0637,-74.0478,2026-01-08 18:24:21,2026-01-08 18:26:56,139.66,0.7,0.14,Alpine
Memphis TN DC,35.1175,-89.9711,32.668,-117.2769,2026-01-03 16:17:42,2026-01-04 06:51:19,57.15,3.6,0.21,Alpine
Memphis TN DC,35.1175,-89.9711,29.6788,-95.2458,2026-01-23 06:03:46,2026-01-23 14:08:39,14.05,3.8,0.38,Cascade
Atlanta GA DC,33.6407,-84.4277,37.0719,-121.6038,2026-01-03 11:24:41,2026-01-04 12:27:01,18.79,6.2,0.51,Horizon
Reno NV DC,39.5296,-119.8138,33.9145,-118.3457,2026-01-18 11:28:03,2026-01-18 14:58:46,43.39,5.2,1.15,Pacific
Edison NJ DC,40.5187,-74.4121,40.877,-74.0887,2026-01-18 12:07:50,2026-01-18 18:04:31,22.82,9.6,2.5,Atlas
Reno NV DC,39.5296,-119.8138,32.971,-117.148,2026-01-07 21:19:01,2026-01-08 09:54:05,24.17,10.2,2.07,Pacific
Edison NJ DC,40.5187,-74.4121,38.8993,-76.9159,2026-01-14 12:46:59,2026-01-14 18:19:41,37.01,5.4,1.39,Horizon
Dallas TX DC,32.8998,-96.8379,29.4155,-98.444,2026-01-03 10:59:51,2026-01-03 17:44:13,64.82,2.6,0.52,Cascade
Dallas TX DC,32.8998,-96.8379,30.4837,-97.7177,2026-01-15 07:30:41,2026-01-15 14:43:27,6.74,6.1,1.53,Horizon
Chicago IL DC,41.85,-87.882,42.752,-87.6801,2026-01-28 17:49:12,2026-01-29 11:23:47,59.99,1.7,0.26,Ridge
Chicago IL DC,41.85,-87.882,47.6976,-122.4565,2026-01-07 14:13:04,2026-01-08 08:32:29,4.42,5.9,0.34,Pacific
Chicago IL DC,41.85,-87.882,41.6912,-87.4212,2026-01-14 14:19:21,2026-01-14 15:32:37,47.5,1.0,0.15,Alpine
Memphis TN DC,35.1175,-89.9711,38.4591,-90.4372,2026-01-26 09:58:23,2026-01-26 18:47:17,65.08,11.8,3.02,Metro
Reno NV DC,39.5296,-119.8138,34.0264,-118.221,2026-01-12 11:02:30,2026-01-12 16:08:05,19.48,2.8,0.5,Pacific
Dallas TX DC,32.8998,-96.8379,30.3633,-97.6185,2026-01-26 12:28:10,2026-01-26 18:26:11,55.64,2.8,0.37,Pacific
Dallas TX DC,32.8998,-96.8379,38.8154,-90.1757,2026-01-10 11:26:50,2026-01-10 15:28:53,8.94,2.1,0.39,Cascade
Memphis TN DC,35.1175,-89.9711,33.2039,-96.9728,2026-01-21 12:08:24,2026-01-21 18:57:16,49.58,1.4,0.11,Alpine
Memphis TN DC,35.1175,-89.9711,40.7199,-74.1275,2026-01-14 15:43:19,2026-01-14 18:57:25,65.7,4.6,1.26,Summit
Reno NV DC,39.5296,-119.8138,35.3629,-80.8585,2026-01-08 15:52:50,2026-01-09 12:01:23,54.62,7.7,1.99,Summit
Chicago IL DC,41.85,-87.882,33.8715,-84.3887,2026-01-24 15:48:51,2026-01-24 14:22:25,30.36,3.0,0.81,Horizon
Memphis TN DC,35.1175,-89.9711,37.4691,-121.8421,2026-01-24 11:08:59,2026-01-24 18:12:06,29.04,8.9,1.87,Horizon
Chicago IL DC,41.85,-87.882,34.0798,-118.3492,2026-01-09 11:38:03,2026-01-10 10:23:59,42.89,5.1,1.42,Summit
Memphis TN DC,35.1175,-89.9711,40.5038,-73.7362,2026-01-17 14:21:40,2026-01-18 12:18:00,111.51,7.1,0.69,Horizon
Chicago IL DC,41.85,-87.882,45.1768,-93.0176,2026-01-24 12:59:36,2026-01-24 17:27:28,16.81,3.5,0.98,Summit
Chicago IL DC,41.85,-87.882,36.2372,-86.9688,2026-01-24 14:43:24,2026-01-24 18:21:27,33.52,3.9,1.09,Alpine
Chicago IL DC,41.85,-87.882,30.1096,-97.8123,2026-01-25 14:12:49,2026-01-25 14:04:05,42.04,14.4,2.84,Pacific
Edison NJ DC,40.5187,-74.4121,41.9402,-87.8514,2026-01-14 12:10:20,2026-01-14 17:37:11,18.33,1.4,0.29,Ridge
Chicago IL DC,41.85,-87.882,41.7503,-87.5901,2026-01-17 15:31:35,2026-01-17 15:17:37,9.03,3.7,0.68,Ridge
Atlanta GA DC,33.6407,-84.4277,28.5717,-81.2947,2026-01-19 13:17:00,2026-01-19 17:59:08,29.81,5.0,0.93,Alpine
Atlanta GA DC,33.6407,-84.4277,40.819,-73.777,2026-01-15 15:41:26,2026-01-15 17:34:24,57.35,0.9,0.27,Atlas
Edison NJ DC,40.5187,-74.4121,37.3297,-121.8314,2026-01-21 14:21:10,2026-01-22 09:38:54,36.01,2.9,0.26,Alpine
Dallas TX DC,32.8998,-96.8379,40.8332,-74.0412,2026-01-12 10:13:35,2026-01-13 12:16:40,11.43,2.5,0.21,Horizon
Atlanta GA DC,33.6407,-84.4277,39.8718,-82.7276,2026-01-09 16:50:22,2026-01-10 11:50:33,26.56,4.4,0.8,Horizon
Edison NJ DC,40.5187,-74.4121,40.7668,-73.9538,2026-01-05 11:16:39,2026-01-05 18:07:24,131.56,6.6,1.54,Atlas
Reno NV DC,39.5296,-119.8138,33.9058,-118.4156,2026-01-17 10:28:01,2026-01-17 15:53:59,65.12,17.5,2.28,Pacific
Memphis TN DC,35.1175,-89.9711,26.1367,-80.3635,2026-01-01 10:39:30,2026-01-01 15:32:33,36.93,9.1,0.95,Alpine
Atlanta GA DC,33.6407,-84.4277,29.3545,-98.2153,2026-01-27 18:34:24,2026-01-28 11:47:55,30.53,4.1,0.93,Atlas
Edison NJ DC,40.5187,-74.4121,38.9233,-77.0998,2026-01-16 13:54:57,2026-01-17 09:50:00,24.29,2.0,0.59,Summit
Memphis TN DC,35.1175,-89.9711,30.392,-97.8837,2026-01-24 13:59:38,2026-01-25 08:17:35,40.29,3.7,0.47,Summit
Dallas TX DC,32.8998,-96.8379,40.9382,-74.0322,2026-01-28 14:28:59,2026-01-28 17:10:47,34.07,4.7,1.39,Ridge
Memphis TN DC,35.1175,-89.9711,28.8669,-81.617,2026-01-04 10:30:38,2026-01-04 17:07:45,44.58,16.2,2.94,Atlas
Atlanta GA DC,33.6407,-84.4277,34.3349,-118.2577,2026-01-15 14:53:52,2026-01-16 12:20:24,38.36,0.6,0.08,Metro
Memphis TN DC,35.1175,-89.9711,29.9268,-95.4541,2026-01-20 10:48:25,2026-01-20 17:37:41,81.71,1.0,0.06,Horizon
Reno NV DC,39.5296,-119.8138,41.1244,-96.1761,2026-01-01 13:56:43,2026-01-02 08:54:32,149.08,8.6,2.57,Cascade
Dallas TX DC,32.8998,-96.8379,33.0051,-96.8776,2026-01-07 14:31:00,2026-01-08 09:49:00,16.7,7.6,2.24,Metro
Reno NV DC,39.5296,-119.8138,30.1924,-97.8216,2026-01-16 13:59:23,2026-01-17 12:36:08,76.1,5.9,0.42,Atlas
Dallas TX DC,32.8998,-96.8379,41.7381,-87.8555,2026-01-30 13:05:26,2026-01-31 09:00:29,19.92,7.7,0.87,Atlas
Chicago IL DC,41.85,-87.882,33.3249,-112.4,2026-01-19 20:15:22,2026-01-20 07:02:31,8.27,4.2,1.05,Ridge
Edison NJ DC,40.5187,-74.4121,42.3713,-70.8513,2026-01-10 12:25:24,2026-01-10 16:11:50,34.45,10.3,2.02,Metro
Edison NJ DC,40.5187,-74.4121,40.6223,-74.1756,2026-01-17 11:09:16,2026-01-17 18:12:06,10.72,1.8,0.15,Ridge
Dallas TX DC,32.8998,-96.8379,41.7816,-87.5619,2026-01-04 08:16:08,2026-01-04 15:53:14,141.84,32.0,2.63,Atlas
Memphis TN DC,35.1175,-89.9711,35.9445,-86.6254,2026-01-04 13:23:23,2026-01-04 18:25:29,11.24,8.0,0.99,Pacific
Dallas TX DC,32.8998,-96.8379,32.9836,-96.7587,2026-01-19 10:16:36,2026-01-19 18:45:09,150.62,3.5,0.63,Cascade
Edison NJ DC,40.5187,-74.4121,40.675,-74.0713,2026-01-02 11:22:11,2026-01-02 18:16:16,23.78,4.9,0.26,Summit
